timestamp,aoa_deg,thickness_m,speed_mps,Cd,Cl,max_disp_m,max_stress_Pa,fea_outbase,notes,L_over_D,pass_disp,pass_stress,PASS,PASS_rank,disp_util_%,stress_util_%,disp_margin_mm,stress_margin_MPa
2025-08-19 13:45:45,6.0,0.003,69.44,0.0372583,0.0288913,0.000266753611225,6365598.883633985,/case/fea/auto_run_20250819_134545,from simpleFoam.log,0.7754325881541715,True,True,True,0,2.67,0.91,9.733,693.634
2025-08-20 20:46:55,5.0,0.0025,69.44,0.0374795,0.0262343,0.0003651250652076,7532707.99079136,/case/fea/auto_run_20250820_204655,from simpleFoam.log,0.6999639802905598,True,True,True,0,3.65,1.08,9.635,692.467
2025-08-20 20:46:53,4.0,0.0025,69.44,0.0376862,0.0236136,0.0003473953130897,7190989.077925158,/case/fea/auto_run_20250820_204653,from simpleFoam.log,0.6265847976015999,True,True,True,0,3.47,1.03,9.653,692.809
2025-08-19 13:29:49,3.0,0.002,69.44,0.0378741,0.0210018,0.0005103260925492,8813462.221235875,/case/fea/auto_run_20250819_132949,from simpleFoam.log,0.5545161469037017,True,True,True,0,5.1,1.26,9.49,691.187
2025-08-19 13:29:51,3.0,0.0025,69.44,0.0378741,0.0210018,0.000329650367243,6848799.819870325,/case/fea/auto_run_20250819_132951,from simpleFoam.log,0.5545161469037017,True,True,True,0,3.3,0.98,9.67,693.151
2025-08-19 13:29:52,3.0,0.003,69.44,0.0378741,0.0210018,0.0002293048835146,5535417.309975251,/case/fea/auto_run_20250819_132952,from simpleFoam.log,0.5545161469037017,True,True,True,0,2.29,0.79,9.771,694.465
2025-08-19 13:33:41,3.0,0.002,69.44,0.0378741,0.0210018,0.0005103260925492,8813462.221235875,/case/fea/auto_run_20250819_133341,from simpleFoam.log,0.5545161469037017,True,True,True,0,5.1,1.26,9.49,691.187
2025-08-19 13:33:42,3.0,0.0025,69.44,0.0378741,0.0210018,0.000329650367243,6848799.819870325,/case/fea/auto_run_20250819_133342,from simpleFoam.log,0.5545161469037017,True,True,True,0,3.3,0.98,9.67,693.151
2025-08-19 13:33:44,3.0,0.003,69.44,0.0378741,0.0210018,0.0002293048835146,5535417.309975251,/case/fea/auto_run_20250819_133344,from simpleFoam.log,0.5545161469037017,True,True,True,0,2.29,0.79,9.771,694.465
2025-08-19 13:45:38,3.0,0.002,69.44,0.0378741,0.0210018,0.0005103260925492,8813462.221235875,/case/fea/auto_run_20250819_134537,from simpleFoam.log,0.5545161469037017,True,True,True,0,5.1,1.26,9.49,691.187
2025-08-19 13:45:39,3.0,0.0025,69.44,0.0378741,0.0210018,0.000329650367243,6848799.819870325,/case/fea/auto_run_20250819_134539,from simpleFoam.log,0.5545161469037017,True,True,True,0,3.3,0.98,9.67,693.151
2025-08-19 13:45:41,3.0,0.003,69.44,0.0378741,0.0210018,0.0002293048835146,5535417.309975251,/case/fea/auto_run_20250819_134540,from simpleFoam.log,0.5545161469037017,True,True,True,0,2.29,0.79,9.771,694.465
2025-08-15 22:59:03,3.0,0.0025,69.44,0.0383373,0.0131553,8.15630158397366e-05,1304008.0,/case/fea/auto_run_20250815_225903,,0.3431462309462809,True,True,True,0,0.82,0.19,9.918,698.696
2025-08-15 23:22:36,3.0,0.0025,69.44,0.0383373,0.0131553,8.15630158397366e-05,1304008.0,/case/fea/auto_run_20250815_232236,,0.3431462309462809,True,True,True,0,0.82,0.19,9.918,698.696
2025-08-17 12:47:40,3.0,0.0025,69.44,0.0383373,0.0131553,8.15630158397366e-05,1304008.0,/case/fea/auto_run_20250817_124740,,0.3431462309462809,True,True,True,0,0.82,0.19,9.918,698.696
2025-08-18 20:28:54,3.0,0.0025,69.44,0.0383373,0.0131553,0.0002759515073555,5812563.364325619,/case/fea/auto_run_20250818_202854,from simpleFoam.log,0.3431462309462809,True,True,True,0,2.76,0.83,9.724,694.187
2025-08-18 22:26:58,3.0,0.0025,69.44,0.0383373,0.0131553,0.0002759515073555,5812563.364325619,/case/fea/auto_run_20250818_222658,from simpleFoam.log,0.3431462309462809,True,True,True,0,2.76,0.83,9.724,694.187
2025-08-19 12:57:00,3.0,0.0025,69.44,0.0383373,0.0131553,0.0002759515073555,5812563.364325619,/case/fea/auto_run_20250819_125700,from simpleFoam.log,0.3431462309462809,True,True,True,0,2.76,0.83,9.724,694.187
2025-08-19 13:01:43,6.0,0.0025,69.44,0.0383373,0.0131553,0.0002759515073555,5812563.364325619,/case/fea/auto_run_20250819_130143,from simpleFoam.log,0.3431462309462809,True,True,True,0,2.76,0.83,9.724,694.187
2025-08-19 13:29:45,0.0,0.002,69.44,0.0383373,0.0131553,0.0004296643050485,7477044.480870418,/case/fea/auto_run_20250819_132945,from simpleFoam.log,0.3431462309462809,True,True,True,0,4.3,1.07,9.57,692.523
2025-08-19 13:29:46,0.0,0.0025,69.44,0.0383373,0.0131553,0.0002759515073555,5812563.364325619,/case/fea/auto_run_20250819_132946,from simpleFoam.log,0.3431462309462809,True,True,True,0,2.76,0.83,9.724,694.187
2025-08-19 13:29:48,0.0,0.003,69.44,0.0383373,0.0131553,0.0001916693808366,4699943.335719754,/case/fea/auto_run_20250819_132948,from simpleFoam.log,0.3431462309462809,True,True,True,0,1.92,0.67,9.808,695.3
2025-08-19 13:33:37,0.0,0.002,69.44,0.0383373,0.0131553,0.0004296643050485,7477044.480870418,/case/fea/auto_run_20250819_133336,from simpleFoam.log,0.3431462309462809,True,True,True,0,4.3,1.07,9.57,692.523
2025-08-19 13:33:38,0.0,0.0025,69.44,0.0383373,0.0131553,0.0002759515073555,5812563.364325619,/case/fea/auto_run_20250819_133338,from simpleFoam.log,0.3431462309462809,True,True,True,0,2.76,0.83,9.724,694.187
2025-08-19 13:33:40,0.0,0.003,69.44,0.0383373,0.0131553,0.0001916693808366,4699943.335719754,/case/fea/auto_run_20250819_133339,from simpleFoam.log,0.3431462309462809,True,True,True,0,1.92,0.67,9.808,695.3
2025-08-19 13:45:33,0.0,0.002,69.44,0.0383373,0.0131553,0.0004296643050485,7477044.480870418,/case/fea/auto_run_20250819_134533,from simpleFoam.log,0.3431462309462809,True,True,True,0,4.3,1.07,9.57,692.523
2025-08-19 13:45:34,0.0,0.0025,69.44,0.0383373,0.0131553,0.0002759515073555,5812563.364325619,/case/fea/auto_run_20250819_134534,from simpleFoam.log,0.3431462309462809,True,True,True,0,2.76,0.83,9.724,694.187
